Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,13.942658424377441,14.214153289794922,13.632821083068848,14.214153289794922,11.919685363769531,390399
2000-01-04,15.182004928588867,15.182004928588867,13.656059265136719,14.023603439331055,11.759892463684082,747102
2000-01-05,14.291223526000977,14.291223526000977,13.477903366088867,13.531350135803223,11.347101211547852,788156
2000-01-06,13.5553617477417,13.90392780303955,13.439172744750977,13.518181800842285,11.336057662963867,448235
2000-01-07,13.206794738769531,13.206794738769531,12.436850547790527,12.436850547790527,10.429276466369629,532538
2000-01-10,12.780770301818848,13.144827842712402,11.448471069335938,11.865589141845703,9.950225830078125,565200
2000-01-11,11.789292335510254,12.238554954528809,10.922136306762695,11.674652099609375,9.790112495422363,3569362
2000-01-12,11.39424991607666,11.54916763305664,10.740880966186523,10.975970268249512,9.20421028137207,2438960
2000-01-13,10.84428882598877,11.723451614379883,10.54219913482666,11.560787200927734,9.694626808166504,2031391
2000-01-14,11.425233840942383,12.41671085357666,11.386504173278809,12.225774765014648,10.25227165222168,1967099
2000-01-17,12.935688018798828,13.204084396362305,12.43220329284668,13.204084396362305,11.072660446166992,1520413
2000-01-18,13.168066024780273,13.30749225616455,12.509662628173828,12.740103721618652,10.683577537536621,712504
2000-01-19,13.245525360107422,13.361714363098145,12.780770301818848,13.185880661010742,11.05739688873291,1034350
2000-01-20,13.237778663635254,13.439172744750977,12.904705047607422,12.977128982543945,10.882339477539062,605996
2000-01-21,13.554974555969238,14.015469551086426,13.400443077087402,14.015469551086426,11.753067970275879,1130014
2000-01-24,15.13669204711914,15.13669204711914,14.542966842651367,14.711441040039062,12.33669662475586,9673994
2000-01-25,14.523601531982422,15.336923599243164,14.105321884155273,15.058844566345215,12.628026008605957,2295014
2000-01-26,15.058844566345215,15.058844566345215,15.058844566345215,15.058844566345215,12.628026008605957,0
2000-01-27,16.150245666503906,16.263336181640625,14.306715965270996,14.498041152954102,12.157744407653809,5672017
2000-01-28,14.717249870300293,15.297419548034668,14.368683815002441,14.938782691955566,12.527342796325684,4640377
2000-01-31,15.336923599243164,15.569300651550293,14.639790534973145,15.018566131591797,12.594244956970215,4652900
2000-02-01,15.259465217590332,16.220346450805664,15.104545593261719,16.220346450805664,13.602032661437988,12255740
2000-02-02,17.51817512512207,17.51817512512207,17.130878448486328,17.517013549804688,14.6893892288208,15600468
2000-02-03,17.66069984436035,18.24164390563965,16.645984649658203,17.1552791595459,14.386048316955566,5672404
2000-02-04,17.505781173706055,17.722667694091797,16.305164337158203,16.55303382873535,13.881019592285156,4040836
2000-02-07,16.344280242919922,16.653730392456055,16.197107315063477,16.47789764404297,13.818008422851562,3334270
2000-02-08,16.42909812927246,17.699430465698242,16.281925201416016,17.334983825683594,14.536745071411133,9837306
2000-02-09,18.179676055908203,18.179676055908203,16.645984649658203,16.73041534423828,14.029766082763672,2698452
2000-02-10,17.420576095581055,17.420576095581055,16.46782875061035,16.619647979736328,13.936875343322754,2656623
2000-02-11,17.157215118408203,17.157215118408203,16.11151695251465,16.245908737182617,13.623472213745117,1971489
2000-02-14,16.53754234313965,16.731189727783203,15.972088813781738,16.375652313232422,13.732266426086426,1851038
2000-02-15,16.0340576171875,16.3748779296875,15.491842269897461,15.737774848937988,13.197359085083008,2378412
2000-02-16,16.227705001831055,16.653730392456055,15.716473579406738,15.88029956817627,13.316880226135254,1629244
2000-02-17,16.227705001831055,17.151018142700195,16.227705001831055,17.151018142700195,14.38247299194336,1123817
2000-02-18,18.523208618164062,18.523208618164062,18.523208618164062,18.523208618164062,15.533160209655762,1350775
2000-02-21,19.72886085510254,20.005390167236328,18.66766929626465,20.005390167236328,16.776084899902344,3095822
2000-02-22,19.90701675415039,21.146364212036133,19.17115592956543,20.711044311523438,17.36783790588379,6792736
2000-02-23,21.378742218017578,21.378742218017578,19.76023292541504,20.021657943725586,16.789731979370117,1877116
2000-02-24,20.33304214477539,21.62351417541504,19.752098083496094,21.430639266967773,17.971271514892578,5097521
2000-02-25,23.04411506652832,23.04411506652832,20.302059173583984,20.635520935058594,17.304502487182617,1732137
2000-02-28,19.94574737548828,22.28656578063965,19.94574737548828,22.285015106201172,18.687734603881836,4670199
2000-02-29,22.842721939086914,24.066577911376953,20.50345230102539,20.644041061401367,17.3116455078125,4243523
2000-03-01,20.216854095458984,21.518169403076172,18.992998123168945,19.12584114074707,16.03852081298828,9967568
2000-03-02,19.364803314208984,20.604150772094727,18.75287437438965,19.37448501586914,16.24703025817871,7091473
2000-03-03,19.364803314208984,19.752098083496094,17.824525833129883,17.824525833129883,14.94726276397705,4984687
2000-03-06,17.59873390197754,17.59873390197754,16.398889541625977,16.398889541625977,13.75175666809082,1979493
2000-03-07,15.087118148803711,16.615001678466797,15.087118148803711,15.672710418701172,13.14279842376709,11674272
2000-03-08,15.522826194763184,16.316396713256836,13.965895652770996,15.099899291992188,12.689437866210938,7496030
2000-03-09,15.336923599243164,15.778441429138184,14.87216854095459,15.181230545043945,12.757786750793457,2105925
2000-03-10,15.31368637084961,15.662253379821777,14.68626594543457,15.004624366760254,12.609374046325684,911017
2000-03-13,15.568140029907227,16.206016540527344,15.105708122253418,15.519339561462402,13.041923522949219,3600518
2000-03-14,15.685489654541016,16.761398315429688,15.476349830627441,16.761398315429688,14.085704803466797,3852737
2000-03-15,17.195945739746094,18.102218627929688,16.754426956176758,17.33769416809082,14.5700044631958,4716675
2000-03-16,16.847379684448242,18.125455856323242,16.754426956176758,17.70601463317871,14.87952709197998,2755815
2000-03-17,17.70601463317871,17.70601463317871,17.70601463317871,17.70601463317871,14.87952709197998,0
2000-03-20,17.70601463317871,17.70601463317871,17.70601463317871,17.70601463317871,14.87952709197998,0
2000-03-21,18.125455856323242,18.776113510131836,17.590986251831055,18.56464958190918,15.601096153259277,2932424
2000-03-22,18.91554069519043,18.91554069519043,17.079755783081055,17.079755783081055,14.353240966796875,1376767
2000-03-23,16.057294845581055,17.076269149780273,15.941105842590332,16.852025985717773,14.16186809539795,1472559
2000-03-24,17.050708770751953,17.310972213745117,16.615001678466797,17.03908920288086,14.319067001342773,894750
2000-03-27,17.14830780029297,17.14830780029297,15.679680824279785,15.685489654541016,13.181548118591309,1886067
2000-03-28,15.220734596252441,15.84815502166748,14.43065071105957,14.449240684509277,12.142650604248047,1690524
2000-03-29,14.988356590270996,15.453112602233887,13.477903366088867,13.795098304748535,11.592928886413574,1715999
2000-03-30,13.361714363098145,14.43065071105957,13.245525360107422,14.220349311828613,11.950294494628906,1268710
2000-03-31,14.472478866577148,15.05807113647461,13.710280418395996,14.712989807128906,12.364293098449707,1827843
2000-04-03,15.067365646362305,15.220734596252441,13.53599739074707,13.62662410736084,11.451351165771484,2003678
2000-04-04,12.605324745178223,13.244362831115723,12.536772727966309,12.536772727966309,10.535476684570312,1037449
2000-04-05,12.780770301818848,13.358227729797363,11.967448234558105,13.153736114501953,11.053950309753418,1092704
2000-04-06,13.475579261779785,13.475579261779785,12.102227210998535,12.4891357421875,10.495441436767578,969026
2000-04-07,12.780770301818848,13.488360404968262,12.780770301818848,13.488360404968262,11.33515739440918,504652
2000-04-10,14.498041152954102,14.567753791809082,14.222673416137695,14.567753791809082,12.242243766784668,767371
2000-04-11,14.567753791809082,14.567753791809082,13.48487377166748,13.789289474487305,11.588047981262207,1324309
2000-04-12,13.965895652770996,14.453888893127441,13.872944831848145,14.071627616882324,11.825315475463867,373271
2000-04-13,13.712603569030762,13.86829662322998,13.272248268127441,13.446532249450684,11.300006866455078,400899
2000-04-14,13.446532249450684,13.446532249450684,13.446532249450684,13.446532249450684,11.300006866455078,0
2000-04-17,12.43220329284668,12.571629524230957,12.371785163879395,12.371785163879395,10.396824836730957,237759
2000-04-18,12.362489700317383,13.245525360107422,11.736231803894043,12.65412425994873,10.6340913772583,1078847
2000-04-19,13.013147354125977,13.106098175048828,11.642119407653809,11.642119407653809,9.783638954162598,882141
2000-04-20,10.805560111999512,11.618882179260254,10.711446762084961,11.478293418884277,9.645963668823242,949618
2000-04-21,11.478293418884277,11.478293418884277,11.478293418884277,11.478293418884277,9.645963668823242,0
2000-04-24,11.618882179260254,11.618882179260254,10.737008094787598,10.990300178527832,9.235872268676758,437950
2000-04-25,10.224616050720215,10.921749114990234,10.111912727355957,10.138635635375977,8.520164489746094,1140729
2000-04-26,10.573182106018066,10.745141983032227,9.327637672424316,10.002695083618164,8.405922889709473,4438550
